First Name,Last Name,Date of Birth,Address,Zipcode,Gender,Race / Ethnicity,English Fluency,Spanish Fluency,Education,High School GPA,College GPA,Years of Experience,Years of Volunteering,Myers Briggs Type,Twitter followers,Instagram Followers,Requires Sponsorship,Customer Satisfaction Rating,Sales Rating,Fired
Christopher,Patel,1991-06-18,3003 Paul Valleys Suite 125,55864,Male,Caucasian,Fluent,Basic,Undergraduate,3.63,2.95,6.3,0.0,ISTP,488,2513,False,1.92,2.01,Current Employee
Dawn,Martin,1992-11-13,8310 Linda Avenue,43711,Female,Caucasian,Fluent,Basic,High School,2.16,2.87,4.7,0.0,ENTP,591,709,False,1.47,1.49,Current Employee
Adrian,Clark,1997-08-02,76337 Williams Drives Apt. 007,86553,Male,Caucasian,Fluent,Basic,Graduate,3.4,3.32,1.3,0.0,ENFP,1407,1205,False,1.16,1.26,Current Employee
Pamela,Castaneda,1992-08-13,8409 Malone Freeway Apt. 377,55864,Female,Caucasian,Fluent,Basic,High School,2.52,2.6,6.8,0.0,INFJ,1495,528,False,1.89,1.67,Current Employee
Amanda,Miller,1994-03-06,011 Shaw Ports Apt. 509,55864,Female,Caucasian,Fluent,Basic,High School,2.25,3.84,4.2,0.0,ISFJ,303,1074,False,1.28,1.1,Current Employee
Brian,Lyons,1996-02-23,8567 Alexander Rapids,55864,Male,Caucasian,Fluent,Basic,Undergraduate,3.73,3.95,3.7,0.0,ESFP,708,763,False,1.68,1.64,Current Employee
Michelle,Williams,1994-07-17,222 Alvarez Junctions Apt. 411,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.77,3.85,4.2,0.0,ESFP,4093,977,False,1.78,1.74,Current Employee
Katie,Neal,1984-07-05,4508 Hall Mountain Suite 752,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.84,3.97,14.7,0.0,ISFP,390,866,False,3.96,3.72,Current Employee
Connie,Smith,1994-11-15,672 Ford Street Suite 211,43711,Female,Caucasian,Fluent,Basic,Graduate,2.83,3.85,2.5,0.0,ISTJ,509,2804,False,1.2,1.36,Current Employee
Joan,Gallagher,1989-01-21,35609 Christina Wells,43711,Female,Caucasian,Fluent,Basic,Graduate,3.83,3.81,8.5,0.0,ESTJ,894,1574,False,2.6,2.63,Current Employee
Christopher,Ortiz,1985-11-12,912 Briggs Trafficway,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.84,3.94,11.5,0.0,ESTP,433,1522,False,3.27,3.23,Current Employee
Becky,Day,1991-03-25,1062 Owen Key,43711,Female,Caucasian,Fluent,Fluent,High School,3.81,3.49,7.2,0.0,ESFJ,535,571,False,2.23,2.05,Current Employee
Michael,Vaughn,1986-08-13,4527 Moreno Expressway,86553,Male,Caucasian,Fluent,Basic,High School,2.83,3.41,11.5,4.0,ISFP,431,4875,False,3.8,3.42,Current Employee
Kristin,Brown,1995-12-27,74324 Anita Stravenue Apt. 110,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.18,2.66,1.7,0.0,ISFJ,478,5601,False,0.94,0.93,Current Employee
Angela,Bell,1995-12-04,9838 Morrow Walks,55864,Female,Caucasian,Fluent,Basic,High School,3.36,3.16,2.2,0.0,ESFP,989,1319,False,1.07,0.95,Current Employee
Melissa,Sanchez,1983-08-19,9330 Chambers Islands,72361,Female,Caucasian,Fluent,Basic,Associates,2.63,2.52,16.9,0.0,INTP,320,1148,False,4.12,3.98,Current Employee
Jared,Carter,1998-01-09,01068 Rice Pike Suite 949,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.8,3.32,1.6,0.0,INFP,362,26287,False,1.07,1.12,Current Employee
Danielle,Stone,1986-05-17,35449 Dunn Avenue,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.63,3.25,13.5,0.0,ISTJ,479,1727,False,3.45,3.35,Current Employee
Margaret,Bailey,1992-08-21,3442 Kristin Turnpike,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.71,3.51,6.4,0.0,ISTP,361,959,False,2.0,2.08,Current Employee
Natalie,Bishop,1996-09-26,1703 Mcdonald Union,72361,Female,Caucasian,Fluent,Basic,High School,3.46,2.6,3.2,0.0,ESTJ,325,1800,False,1.12,1.1,Current Employee
Brittney,Harding,1989-02-24,206 Love Plains Suite 425,55864,Female,Caucasian,Fluent,Proficient,Associates,3.96,3.87,10.4,0.0,ENTP,1041,52374,False,3.03,3.06,Current Employee
Renee,Page,1991-10-22,1349 James Lock Apt. 546,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.21,3.66,7.6,0.0,ISFJ,434,1074,False,2.33,2.19,Current Employee
Jennifer,Cross,1986-01-06,92181 Travis Rue Suite 424,55864,Female,Caucasian,Fluent,Proficient,Undergraduate,2.94,3.61,12.7,0.0,ISFP,477,701,False,3.57,3.43,Current Employee
Kim,Brown,1987-05-06,37329 Mark Rue Apt. 387,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.07,2.57,11.8,0.0,ISFJ,372,4147,False,3.11,2.9,Current Employee
Carolyn,Clark,1983-01-10,3037 Garner Expressway,86553,Female,Caucasian,Fluent,Basic,Graduate,2.02,3.58,14.6,0.0,ISTP,359,1001,False,3.84,3.8,Current Employee
Nicholas,Wood,1988-02-09,700 Hall Keys,86553,Male,Caucasian,Fluent,Basic,Associates,2.27,3.74,9.3,0.0,ESFP,345,754,False,2.78,2.59,Current Employee
Richard,Clay,1982-11-17,9280 Michelle Rue Apt. 986,43711,Male,Caucasian,Fluent,Basic,Graduate,2.34,3.16,16.6,0.0,ENFP,528,52850,False,4.45,4.24,Current Employee
Samantha,Gray,1985-06-28,2095 Davis Isle,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.7,3.35,13.0,0.0,ISFJ,321,1871,True,3.47,3.25,Current Employee
James,Stevens,1997-10-22,0416 Jennifer Pike,43711,Male,Caucasian,Fluent,Basic,Graduate,2.14,3.78,1.5,0.0,ESTJ,1328,789,True,1.08,1.27,Current Employee
Jennifer,Gallegos,1994-11-11,1970 Foster Islands Apt. 432,43711,Female,Caucasian,Fluent,Basic,High School,3.0,2.71,4.6,0.0,ISTP,338,546,False,1.35,1.35,Current Employee
Crystal,Hogan,1991-08-01,00500 Shelby Wells,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.79,3.15,6.2,0.0,ENTP,575,1335,False,2.06,2.17,Current Employee
Jenna,Yates,1988-05-15,244 Phillips Station Apt. 411,43711,Female,Caucasian,Fluent,Basic,Associates,2.16,3.89,9.2,3.7,ENTJ,1865,3091,False,3.43,3.31,Current Employee
David,Cortez,1993-08-03,506 Marissa Gateway,43711,Male,Caucasian,Fluent,Basic,Undergraduate,2.41,3.76,4.1,4.5,ENFJ,366,583,False,2.68,2.54,Current Employee
Alyssa,Andrews,1985-09-24,62785 Nicholas Brook Suite 804,55864,Female,Caucasian,Fluent,Basic,High School,2.38,3.93,14.5,0.0,ESFJ,300,873,False,3.62,3.21,Current Employee
Thomas,Fisher,1986-06-18,05498 Jerry Drives Apt. 508,86553,Male,Caucasian,Proficient,Basic,Graduate,2.91,3.56,11.8,0.0,ISTJ,356,538,False,3.07,3.05,Current Employee
Jordan,Smith,1990-08-23,686 Armstrong Land,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.62,3.47,7.1,0.0,ENFP,364,964,True,2.4,2.36,Fired
Lori,Flores,1997-09-14,321 Robert Mountain Suite 677,43711,Female,Caucasian,Proficient,Basic,Undergraduate,2.37,3.04,0.5,0.0,ESFP,390,4055,False,0.78,0.83,Current Employee
Mike,Garcia,1982-12-24,63756 Lewis Union,86553,Male,Caucasian,Fluent,Proficient,Associates,3.61,3.47,15.0,0.0,ESTP,3489,6633,False,3.97,3.88,Fired
Kenneth,Brown,1996-11-26,6581 William Summit Apt. 211,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.53,3.09,2.6,0.0,ISTP,356,909,False,1.12,1.29,Current Employee
Veronica,Johnson,1992-03-19,2357 Gibson Meadow Apt. 503,72361,Female,Caucasian,Fluent,Basic,Associates,2.48,3.85,5.1,2.0,INFJ,814,706,False,2.18,2.03,Current Employee
Ann,Booth,1985-10-03,0124 Johnson Ridge,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.63,2.87,12.2,0.0,ISFJ,413,688,False,3.25,3.02,Current Employee
Nicole,Anderson,1987-08-23,4217 Lewis Gardens,55864,Female,Caucasian,Fluent,Basic,Graduate,3.1,3.38,12.3,0.0,ESTJ,531,959,False,3.36,3.31,Current Employee
Julie,Santana,1991-08-10,211 Melissa Port Suite 636,43711,Female,Caucasian,Proficient,Basic,Associates,2.07,3.72,8.6,0.0,ENFJ,358,128220,False,2.49,2.31,Current Employee
Marcus,Hooper,1983-03-28,93383 Jonathan Point,55864,Male,Caucasian,Proficient,Basic,Associates,2.94,2.96,16.5,0.0,ESFJ,368,773,False,4.1,3.74,Fired
Krista,Lewis,1989-10-02,0621 Morales Rapids Suite 567,55864,Female,Caucasian,Fluent,Basic,Associates,3.12,3.62,8.2,0.0,ENTJ,322,783,False,2.4,2.38,Current Employee
Sherri,Campbell,1996-01-22,7364 Perez Garden Suite 308,55864,Female,Caucasian,Fluent,Basic,Associates,2.72,3.06,1.4,0.0,ENTP,1290,781,False,0.93,1.09,Fired
Abigail,Dalton,1995-10-20,197 Nelson Falls Suite 814,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.5,3.05,4.3,0.0,ENFP,409,713,False,1.73,1.72,Current Employee
Phillip,Nelson,1996-07-30,9309 Floyd Mission Suite 668,86553,Male,Caucasian,Proficient,Basic,Undergraduate,3.01,3.67,1.2,0.0,ISTJ,715,9005,False,0.74,0.89,Current Employee
Thomas,Washington,1992-10-08,06269 Alyssa Square Apt. 082,43711,Male,Caucasian,Fluent,Basic,Undergraduate,2.02,3.08,5.0,0.0,ESTP,816,1035,False,1.76,1.87,Current Employee
Joanna,Hammond,1991-09-16,17877 Rebecca Trail,30167,Female,Caucasian,Fluent,Basic,Undergraduate,2.69,3.67,7.3,0.0,ISFJ,455,570,False,2.27,2.14,Current Employee
Amy,Kelly,1991-03-18,37214 Martinez Manor,55864,Female,Caucasian,Fluent,Basic,Undergraduate,3.21,3.1,6.4,0.0,ESFJ,358,567,False,2.12,2.0,Current Employee
Daniel,Hill,1993-01-26,157 Mary Garden,43711,Male,Caucasian,Fluent,Proficient,Associates,3.15,3.2,6.9,0.0,ISTJ,405,583,False,2.02,2.07,Current Employee
Yolanda,Mata,1998-01-25,2350 Courtney Ville Suite 180,43711,Female,Caucasian,Proficient,Basic,Graduate,2.62,3.75,1.4,0.0,ESTP,2134,809,False,0.99,1.22,Current Employee
John,Wong,1990-04-29,623 Campbell Coves Apt. 461,86553,Male,Caucasian,Fluent,Basic,Graduate,3.01,3.97,8.7,0.0,ISFP,459,679,False,2.71,2.63,Current Employee
Charles,Griffin,1990-08-15,9095 Tony Way,86553,Male,Caucasian,Fluent,Basic,Associates,3.62,2.65,9.1,0.0,INFP,926,2651,False,2.55,2.42,Current Employee
Rodney,Ryan,1987-03-22,87398 Simon Flat Suite 477,86553,Male,Caucasian,Fluent,Basic,High School,3.72,3.22,11.1,0.0,ISTP,376,2003,False,2.8,2.67,Current Employee
Karen,Gardner,1988-05-16,03810 Wade Gateway Suite 871,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.99,3.73,10.7,0.0,ISFJ,344,990,False,3.01,2.81,Current Employee
Laura,Williams,1985-05-10,6591 Cynthia Freeway,72361,Female,Caucasian,Fluent,Basic,Graduate,3.01,3.71,12.2,0.0,ISFP,439,616,False,3.45,3.3,Current Employee
Jacob,Page,1998-01-23,64691 Montgomery Islands Apt. 138,86553,Male,Caucasian,Fluent,Basic,Graduate,2.24,3.32,1.0,0.0,ISTJ,494,1913,False,0.8,0.99,Current Employee
Alexa,Perez,1998-03-19,060 Robert Pine,43711,Female,Caucasian,Fluent,Basic,Undergraduate,2.29,3.97,0.9,0.0,INFJ,981,4412,False,0.95,0.96,Current Employee
Charles,Cisneros,1983-08-23,5018 Mason Extensions Apt. 328,43711,Male,Caucasian,Fluent,Basic,Graduate,2.05,3.39,14.4,0.0,ESFJ,525,516,False,3.93,3.69,Current Employee
James,Reid,1986-10-31,449 Daniel Inlet,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.47,3.69,11.5,0.0,ESFP,2635,1279,False,3.34,3.15,Current Employee
Sandra,Moore,1990-01-25,357 Maria Harbor Apt. 246,86553,Female,Caucasian,Fluent,Basic,Associates,3.82,3.6,9.4,0.0,ESFP,497,512,False,2.78,2.59,Current Employee
Alison,Ryan,1991-08-08,09795 Jordan Creek,55864,Female,Caucasian,Fluent,Basic,Undergraduate,2.27,2.82,8.2,0.0,ISFP,311,629,True,2.41,2.34,Current Employee
Sarah,Farmer,1995-07-11,22525 Joshua Cliffs,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.94,3.86,3.2,0.0,ESTP,805,1212,False,1.46,1.59,Current Employee
Stefanie,Martin,1994-07-26,611 Madison Stravenue,55864,Female,Caucasian,Fluent,Basic,High School,2.19,3.7,5.7,0.0,ESTJ,306,2221,False,1.6,1.52,Current Employee
Christine,Obrien,1989-01-03,34498 Ashley Run,86553,Female,Caucasian,Fluent,Fluent,Undergraduate,2.35,3.82,11.0,0.0,ISFP,309,843,False,3.24,3.16,Current Employee
Melanie,Noble,1983-09-08,8255 Fitzgerald Harbors Suite 105,72361,Female,Caucasian,Fluent,Basic,Graduate,2.67,2.51,16.3,0.0,INFP,346,665,False,4.2,4.01,Current Employee
Kimberly,Rubio,1997-12-08,711 Amanda Rest Suite 503,86553,Female,Caucasian,Fluent,Basic,High School,2.5,3.49,2.0,0.0,ISTJ,395,637,True,0.7,0.74,Current Employee
Corey,Wright,1983-09-06,14758 Stephenson Track Suite 522,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.65,3.04,14.3,0.0,ESFJ,2667,692,False,3.83,3.54,Current Employee
Kenneth,Harris,1986-11-30,2078 Jacob Squares Suite 862,55864,Male,Caucasian,Fluent,Basic,Graduate,2.09,3.95,10.9,0.0,ENFJ,1341,772,False,3.28,3.12,Current Employee
Mary,Grant,1991-12-08,532 John Circles,86553,Female,Caucasian,Fluent,Basic,Undergraduate,3.84,3.96,6.3,3.9,INFJ,785,611,False,2.95,2.78,Current Employee
Todd,Levy,1990-06-16,10131 Joshua Views,43711,Male,Caucasian,Proficient,Basic,Undergraduate,3.98,3.49,9.1,0.0,INTJ,454,533,False,2.46,2.48,Current Employee
Vanessa,Ruiz,1988-07-29,316 Cindy Locks Suite 302,72361,Female,Caucasian,Fluent,Basic,Undergraduate,3.7,3.4,9.1,4.2,INTJ,909,503,False,3.45,3.38,Current Employee
Kimberly,Aguilar,1983-05-09,842 William Fall Suite 935,55864,Female,Caucasian,Fluent,Basic,Graduate,3.14,2.52,14.0,0.0,ISFP,307,10098,False,3.68,3.51,Current Employee
Amber,Duffy,1995-11-15,63541 Catherine Passage Suite 950,43711,Female,Caucasian,Fluent,Basic,Undergraduate,3.92,3.78,3.2,0.0,ISFP,808,7558,False,1.44,1.43,Current Employee
Todd,Johnson,1983-09-16,84253 Jordan Circle,86553,Male,Caucasian,Fluent,Basic,High School,2.85,2.72,15.0,0.0,ISFP,1481,780,False,3.71,3.34,Current Employee
Dawn,Roth,1986-09-17,8282 Jeffrey Cape Apt. 100,55864,Female,Caucasian,Fluent,Basic,Undergraduate,3.77,3.54,12.8,0.0,INFJ,426,710,False,3.48,3.26,Current Employee
Cheryl,Donaldson,1985-07-21,3632 Collins Well,86553,Female,Caucasian,Fluent,Basic,High School,2.6,3.37,13.3,0.0,ISFJ,612,554,False,3.27,2.9,Current Employee
Lisa,Johnson,1983-08-18,1184 Lisa Drive,86553,Female,Caucasian,Proficient,Basic,Graduate,3.28,3.65,16.2,0.0,ISFP,467,515,False,4.19,3.97,Current Employee
Jonathan,Macdonald,1988-08-23,276 Devin Trace Suite 529,86553,Male,Caucasian,Fluent,Basic,Undergraduate,2.21,2.58,11.0,0.0,ISTP,945,1578,False,2.89,2.89,Current Employee
Shannon,Webb,1989-01-02,69773 Hodge Rapid Apt. 512,86553,Female,Caucasian,Fluent,Basic,Associates,2.15,3.68,9.2,0.0,INFJ,764,588,False,2.62,2.43,Current Employee
Denise,Randolph,1985-07-25,7398 Blackburn Knoll Suite 748,86553,Female,Caucasian,Fluent,Fluent,Undergraduate,2.27,2.68,15.0,0.0,ESTJ,518,1780,False,3.92,3.87,Current Employee
Cynthia,Davis,1988-08-31,7808 Baxter Coves,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.27,2.72,11.0,0.0,ISTJ,320,1204,False,2.85,2.8,Current Employee
Darren,Cox,1993-01-13,6102 Martin Key Suite 287,43711,Male,Caucasian,Fluent,Basic,Graduate,2.57,3.4,6.7,0.0,ISTP,413,1251,False,2.09,2.21,Current Employee
Stephanie,Arias,1997-01-22,074 Connie Valley,43711,Female,Caucasian,Fluent,Basic,Graduate,3.91,3.34,0.4,0.0,INFP,385,3776,True,0.87,1.02,Current Employee
Miguel,Woods,1987-09-23,99630 Lori Well Apt. 911,43711,Male,Caucasian,Fluent,Basic,Undergraduate,2.69,3.43,10.8,0.0,ISFP,435,1181,False,3.06,2.9,Current Employee
Pamela,Cooper,1990-12-07,642 Stephen Freeway Suite 033,55864,Female,Caucasian,Fluent,Basic,High School,2.21,3.38,8.0,0.0,ISFJ,365,4041,False,2.1,1.84,Current Employee
Kristen,Johnson,1988-04-07,237 Harrell Courts,30167,Female,Caucasian,Fluent,Basic,Associates,2.36,3.99,9.3,0.0,ISTJ,753,543,False,2.54,2.47,Current Employee
Steven,Jones,1985-10-31,9111 Long Crossroad Apt. 358,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.83,2.59,12.7,2.0,ESFP,543,852,False,3.89,3.65,Current Employee
Maria,Bailey,1994-11-30,26027 Garcia Haven Apt. 344,55864,Female,Caucasian,Fluent,Basic,Graduate,3.86,3.42,3.5,0.0,ESTJ,2275,514,False,1.46,1.59,Current Employee
Ashley,Salas,1987-12-02,075 Christine Divide Apt. 525,72361,Female,Caucasian,Fluent,Basic,Undergraduate,2.06,3.5,10.7,0.0,ISTJ,576,4086,False,2.88,2.83,Current Employee
Mark,Perkins,1983-10-29,12160 Nguyen Ports Apt. 307,43711,Male,Caucasian,Fluent,Basic,Associates,4.0,3.03,14.6,0.0,ESTP,412,509,False,3.76,3.62,Current Employee
Katie,Olson,1987-11-04,9083 Lauren Harbor,86553,Female,Caucasian,Fluent,Basic,Graduate,3.43,3.58,11.6,0.0,ESTP,643,23581,False,3.29,3.29,Current Employee
Manuel,Russo,1997-04-01,539 Adam Haven Apt. 121,55864,Male,Caucasian,Fluent,Fluent,High School,3.46,3.63,0.8,0.0,ENTJ,453,596,False,0.75,0.88,Current Employee
Matthew,Reeves,1994-02-09,21747 Robert Common,86553,Male,Caucasian,Proficient,Basic,Undergraduate,2.4,2.54,4.2,0.0,ISTP,500,15032,False,1.31,1.45,Current Employee
Andrew,Skinner,1991-06-21,89386 William River,55864,Male,Caucasian,Fluent,Proficient,Associates,2.28,3.33,6.3,2.6,ESTP,572,513,True,2.62,2.69,Current Employee
Felicia,Smith,1998-04-19,234 Parks Trace Suite 149,55864,Female,Caucasian,Fluent,Basic,Graduate,2.23,3.05,1.2,0.0,ESFP,322,686,False,1.07,1.14,Fired
Kristina,Nelson,1990-12-19,499 Frost Lane,86553,Female,Caucasian,Fluent,Basic,Graduate,3.84,3.56,6.2,0.0,ISFJ,517,837,False,2.07,2.0,Current Employee
Amy,Mcguire,1986-09-29,3400 Richardson Pines Apt. 344,55864,Female,Caucasian,Fluent,Basic,Graduate,2.55,3.5,13.9,0.0,ISTJ,518,509,False,3.62,3.54,Current Employee
Jesus,Rivera,1989-10-04,85091 Stephanie Road Apt. 787,30167,Male,Caucasian,Proficient,Basic,High School,3.37,3.1,10.7,0.0,ESTP,860,1023,False,2.69,2.56,Current Employee
Austin,Burgess,1992-09-29,1824 Ellis Bridge,43711,Male,Caucasian,Fluent,Basic,Undergraduate,3.23,2.53,5.2,0.0,ENFP,514,867,False,1.88,1.85,Current Employee
Melissa,Rodgers,1986-06-25,31772 Jeffrey Loaf,43711,Female,Caucasian,Fluent,Basic,Associates,3.82,2.7,12.2,0.0,ISTJ,1367,1938,False,3.04,2.93,Current Employee
Dylan,Hudson,1994-07-31,9719 Jacqueline Extension Apt. 805,43711,Male,Caucasian,Fluent,Basic,Graduate,2.55,3.82,5.8,0.0,ESFJ,554,806,False,2.11,2.04,Current Employee
Jennifer,Brandt,1996-02-24,7956 Christopher Knolls,30167,Female,Caucasian,Fluent,Basic,High School,3.81,2.85,2.8,0.0,ENTP,309,1637,False,1.14,1.19,Current Employee
Robert,Ruiz,1995-05-20,7853 Shields Stream,43711,Male,Caucasian,Fluent,Basic,Associates,2.65,3.3,3.0,0.0,INTJ,411,2510,False,1.14,1.23,Current Employee
Scott,Miller,1997-10-08,327 Shaw Common Apt. 915,43711,Male,Caucasian,Fluent,Basic,Undergraduate,3.6,3.03,0.0,0.0,ISFP,459,1516,False,0.67,0.73,Current Employee
Taylor,Ramos,1993-11-24,388 Howard Fork Apt. 716,43711,Female,Caucasian,Fluent,Proficient,Undergraduate,3.7,3.54,5.0,0.0,ESFJ,708,1680,False,1.94,1.91,Current Employee
Joseph,Dillon,1997-12-25,282 Laurie Villages Suite 169,30167,Male,Caucasian,Fluent,Basic,Undergraduate,3.87,2.61,1.1,0.0,INFJ,618,618,False,0.83,0.86,Current Employee
James,Allen,1986-10-05,905 James Route,55864,Male,Caucasian,Fluent,Basic,Graduate,2.46,2.94,12.2,0.0,ISFJ,359,3363,True,3.29,3.13,Current Employee
Jaime,Henderson,1994-03-04,7976 Leblanc Lane,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.39,2.69,5.7,0.0,ISFJ,586,2068,False,1.8,1.71,Current Employee
Nancy,Diaz,1983-07-05,030 Derek Falls Suite 387,30167,Female,Caucasian,Proficient,Basic,Undergraduate,3.61,2.79,15.6,0.0,ISFJ,367,11142,False,3.86,3.57,Current Employee
Patricia,Clark,1993-04-25,1312 Skinner Roads Apt. 152,86553,Female,Caucasian,Fluent,Proficient,Undergraduate,2.94,2.96,5.0,0.0,ENFJ,385,591,False,1.91,1.91,Current Employee
Priscilla,Adams,1990-01-10,61515 Marshall Glen Suite 490,55864,Female,Caucasian,Proficient,Basic,Associates,2.4,3.34,9.1,0.0,INTP,770,674,False,2.4,2.43,Current Employee
Thomas,Hunter,1986-07-26,957 Sanders Mount,86553,Male,Caucasian,Proficient,Basic,High School,2.2,2.87,13.3,0.0,ENFJ,628,1873,True,3.28,2.96,Current Employee
Crystal,Ellis,1989-03-21,952 Oscar Trafficway Apt. 294,86553,Female,Caucasian,Fluent,Basic,Associates,2.11,2.92,9.8,0.0,ISFP,1122,638,False,2.7,2.52,Fired
Darren,Horn,1985-04-23,68355 Ian Court,55864,Male,Caucasian,Fluent,Basic,High School,3.37,3.91,14.8,0.0,INTJ,497,11513,True,3.56,3.36,Current Employee
Kevin,Montgomery,1984-11-16,5170 Ashley Hills Suite 362,86553,Male,Caucasian,Fluent,Basic,High School,3.21,3.8,13.1,3.3,ENFJ,477,1426,False,4.1,3.68,Current Employee
John,Howard,1988-06-05,14531 David Falls Suite 084,86553,Male,Caucasian,Fluent,Basic,Undergraduate,3.91,3.96,9.6,0.0,ESFJ,376,698,False,2.91,2.72,Current Employee
Paige,Nunez,1992-02-02,1711 Neil Track Apt. 143,72361,Female,Caucasian,Fluent,Basic,Undergraduate,3.81,3.49,5.4,0.0,ESFP,345,728,False,2.0,1.94,Current Employee
Natalie,Simmons,1990-05-14,108 Sean Orchard Apt. 491,86553,Female,Caucasian,Fluent,Basic,High School,3.55,2.98,9.6,0.0,ISFP,1104,5098,False,2.57,2.31,Fired
Melanie,Hughes,1988-01-14,71844 Rangel Greens Suite 245,55864,Female,Caucasian,Fluent,Basic,Associates,3.44,2.7,9.2,0.0,ESTJ,407,929,False,2.5,2.44,Current Employee
Peter,Walters,1985-12-05,530 Flores Stravenue,55864,Male,Caucasian,Fluent,Basic,Graduate,2.27,3.01,12.2,0.0,INFP,355,8207,False,3.38,3.26,Current Employee
Deanna,King,1997-07-10,27499 Martin Unions Apt. 709,72361,Female,Caucasian,Fluent,Basic,Graduate,3.31,3.95,2.3,0.0,ESFJ,311,1120,False,1.37,1.37,Current Employee
Angelica,Wilson,1993-07-27,301 Samantha Motorway Apt. 272,86553,Female,Caucasian,Proficient,Basic,Associates,3.24,3.18,5.1,0.0,ESTP,556,618,False,1.6,1.67,Current Employee
Jose,Abbott,1991-08-22,0534 Patterson Islands,86553,Male,Caucasian,Proficient,Fluent,Undergraduate,3.81,3.9,8.9,0.0,ISTJ,536,1480,False,2.53,2.61,Current Employee
Sean,Fernandez,1997-07-26,324 Garner Ford Suite 578,43711,Male,Caucasian,Fluent,Basic,Undergraduate,3.73,3.11,0.2,0.0,ESTP,8531,3834,False,0.72,0.92,Current Employee
Robert,Randall,1986-06-21,249 Swanson Forges Suite 555,43711,Male,Caucasian,Fluent,Basic,Graduate,3.48,3.12,12.3,0.0,ESFP,455,2117,False,3.49,3.34,Current Employee
Mary,Cuevas,1996-06-30,96780 Christine Mission Suite 363,86553,Female,Caucasian,Fluent,Basic,Undergraduate,2.64,2.69,2.7,0.0,ESFP,327,3011,False,1.31,1.32,Current Employee
Misty,Spencer,1993-10-14,853 Oconnell Bridge Suite 018,55864,Female,Caucasian,Fluent,Basic,High School,2.1,2.73,4.8,0.0,ESFP,488,1579,False,1.57,1.4,Current Employee
Valerie,Brown,1993-12-25,5796 Bryant Roads Suite 769,72361,Female,Caucasian,Fluent,Basic,Associates,3.55,3.11,5.7,0.0,ESTJ,3328,608,False,1.77,1.78,Fired
Christopher,Banks,1994-06-14,2191 Johnson Rapids,55864,Male,Caucasian,Fluent,Basic,High School,3.7,3.85,4.8,0.0,ISFP,567,756,False,1.54,1.38,Current Employee
Yolanda,Frank,1994-04-01,064 Olsen Squares Suite 838,43711,Female,Caucasian,Fluent,Basic,Associates,3.49,2.68,4.3,0.0,ESTJ,481,4118,False,1.43,1.47,Current Employee
Elizabeth,Henry,1985-04-10,8634 Miles Lane,86553,Female,Caucasian,Fluent,Basic,Graduate,2.92,3.46,12.4,0.0,ESTJ,937,565,False,3.4,3.35,Current Employee
Steven,Nixon,1992-06-06,3770 Christopher Meadow Apt. 351,72361,Male,Caucasian,Fluent,Basic,Undergraduate,3.77,3.74,7.4,0.0,ISTJ,4549,773,False,2.19,2.21,Current Employee
Timothy,Stevens,1983-09-10,912 Sharon Green,86553,Male,Caucasian,Fluent,Basic,High School,2.45,2.69,15.7,0.0,ENFP,1079,4304,False,3.97,3.61,Current Employee
Robert,Aguirre,1993-06-19,249 Danielle Squares,86553,Male,Caucasian,Fluent,Basic,Graduate,3.91,3.86,5.5,0.0,ESFP,771,777,False,2.11,2.09,Current Employee
Patrick,Lane,1986-02-15,412 Kelly Park,86553,Male,Caucasian,Fluent,Fluent,Undergraduate,2.53,2.98,12.4,0.0,ESTP,494,36574,False,3.45,3.49,Current Employee
Tiffany,Francis,1998-03-02,8103 Jensen Rapid Suite 538,86553,Female,Caucasian,Proficient,Basic,Undergraduate,2.11,3.85,1.8,0.0,ISFP,303,945,False,1.04,1.07,Current Employee
Bryan,Peterson,1990-08-23,7737 Davis Springs Apt. 816,55864,Male,Caucasian,Fluent,Basic,Undergraduate,2.12,3.64,8.9,0.0,ISFJ,1105,1668,False,2.61,2.44,Current Employee
